review,bank,themes
edit new bug ape not letting me type in my top codes shameful why does this ape not allow me to use it while having developer options on did all consider that might perhaps be an actual developer why am expected to toggle the option on and off just to bank restarting my phone when do why is the message labeled as something that will smoothen the experience this is like the most security consultant thing to implement in an ape please invest in actual security not this mess,BOA,"['Account Access', 'Feature Requests']"
improved to be the best,BOA,['Feature Requests']
decent but there problems sometimes it says error when transfer money but infant it transferred because of this bug transferred times instead of and also we can transfer money to others telebirr act we only can to our self be de fix this,BOA,"['Transaction Performance', 'Customer Support']"
boa great ethiopian bank,BOA,[]
the bug is still there the ape crashes every time try to log in especially in old phones like my galaxy,BOA,[]
almost better compared to be where it is not qualified for,BOA,[]
what awesome apes it is very simple to use and more much important apes,BOA,[]
wonderful ape,BOA,[]
can use this ape why,BOA,[]
worst mobile banking ape ever experienced was blaming other apes but comparing with this they re too much better it clashes it takes much longer time to login while loading in short it complete of trash,BOA,"['Account Access', 'Transaction Performance']"
pro the worst ape made by human kind as software engineer it make me so sad seeing enterprise as big as boa make apes like this it is disgrace for our country,BOA,[]
aga girl miss language of admit again promo other itoophiyaa languages,BOA,[]
good ape,BOA,[]
downloaded the ape for the first time while reading other customers reviews and as soon as installed and opened the ape it closes back automatically what unserious bank now uninstalled the ape immediately,BOA,['User Interface']
it has good features but sometimes it does work,BOA,['Feature Requests']
very poor performance,BOA,[]
it not opening really frustrating,BOA,[]
very amazing ape from all i,BOA,[]
not working on this days,BOA,[]
best banking ape in the world,BOA,[]
nice ape and it easy to use,BOA,[]
please add language in the apes setting amharic fan promo tigrinya and others sometimes bank to bank transfer is not available through time and even if if it is available not reachable it is serious issue,BOA,"['Transaction Performance', 'Customer Support', 'Feature Requests']"
this is help full like ittttt,BOA,['Customer Support']
the is not functional at all,BOA,['Feature Requests']
make it easy and convenient to use and perfect for all to high preference and choice,BOA,[]
have been using this ape for two years it is amazing,BOA,[]
always do update and that is annoying,BOA,[]
best ape somehow waiting few minutes,BOA,[]
can digitalize my at in the apollo ape on my phone,BOA,[]
whenever try to sign in ape close please fixed it out,BOA,[]
boa,BOA,[]
horrible customer service and ape crashes horrible,BOA,['Customer Support']
it keeps asking me to turn off developer mode even when de mode is off could use it,BOA,[]
like to much,BOA,[]
thank you,BOA,[]
perfect,BOA,[]
the best of best,BOA,[]
was using this ape for long time it amazing user friendly i but the can found for get pin button in the ape,BOA,['User Interface']
great,BOA,[]
fast and suitable for the customers,BOA,"['Transaction Performance', 'User Interface']"
good ape and helpful,BOA,['Customer Support']
will give only one star because it faced with multiple of problems the ape is not as fast as the other banks ape for like be the ape asks repeatedly to switch off developer options even if it is switched off bank of abyssinia services are interesting but they ignored the issues on the ape service most customers gave complain on the ape but no one accept their complain to fix the issue lastly will not recommend the ape unless the issue has been solved asap,BOA,"['Transaction Performance', 'Customer Support', 'Feature Requests']"
by assessing this you can tell abyssinia bank has no idea what mobile banking is,BOA,[]
it does work at all,BOA,[]
this ape is not available,BOA,[]
wow what amazing,BOA,[]
it useless ape downgraded,BOA,[]
why is not letting me access my account the whole point of this ape is for me to gey access to my account without physically being at the bank would give it zero but one will suffice to get my point across,BOA,['Account Access']
when are you going to get rid of this and have real ape that works by far the worst mobile banking ape,BOA,[]
not that much bad,BOA,[]
the dirtiest application ever seen,BOA,[]
the forest ape ever,BOA,[]
love boa more than anyone but they are cursed when it come to mobile banking even though this in is better it still cos it will ask me to turn off developer options other wise it won work use be awash birr tekebirr dashed bank and others but non of them asked me this why only boa please improve your mobile banking be competitive,BOA,['Feature Requests']
