review,rating,date,bank,vader_score,vader_sentiment
what trash ape trash trash trash whenever you want to use the ape after once you uninstall it or receive it from someone else it will ask you for new verification again after you clear the cache and data you will be required to ask verification code from the nearby bank physically too what shame never use this ape your account pass code is insecure in this ape stop using this ape do,1,2024-09-10,CBE,-0.6369,negative
satisfactory,5,2024-09-10,CBE,0.3612,positive
not working out of ethiopia this week mine is,1,2024-09-10,CBE,0.0,neutral
easy and safe to use,3,2024-09-10,CBE,0.7003,positive
was looking for this application and finally succeeded it wonderful application to receive and send money with the speed of light thank you so much be wish you all be staffs happy new year may this year be the year of peace and prosperity for all and everyone happy ethiopian new year,5,2024-09-09,CBE,0.9715,positive
this ape is very good ape,5,2024-09-09,CBE,0.4927,positive
the ape only shows transaction the most frustrating it ever other banks gives you months of transactions ans statement what joke,1,2024-09-09,CBE,-0.2484,negative
it not best like abyssinia mobile bank this not show the transaction and did get notification sums text,3,2024-09-09,CBE,-0.6681,negative
easy to use and private,5,2024-09-09,CBE,0.4404,positive
please fix the recent transaction page it not showing recent transactions,4,2024-09-08,CBE,0.3182,positive
wow great,5,2024-09-08,CBE,0.836,positive
why can we transfer funds directly to another person telebirr wallet,5,2024-09-08,CBE,0.0,neutral
this ape is so smart,5,2024-09-08,CBE,0.541,positive
it is good ape overall but you need to improve some features like the recent transactions section which does accurately show recent transactions,3,2024-09-07,CBE,0.8422,positive
it need some listed improvements below try to display at let one month transaction try to solve weekend transaction display error failed message after few processing,3,2024-09-07,CBE,-0.4404,negative
very easy and interesting,5,2024-09-07,CBE,0.7316,positive
it the worst just transfer from my be account in to my tell birr account for urgent case but unfortunately it holds and there customer service workers told me it will be returned in to my be account after or working days if its not credited in to my telebirr account how that working this bank is pioneer in from the country it really annoying this happens for second time please amend your network services am totally annoyed by be,1,2024-09-07,CBE,-0.9152,negative
good application to use especially it helps me while buy and sell goods thanks,1,2024-09-07,CBE,0.8261,positive
it is very friendly and easy to use,5,2024-09-06,CBE,0.7688,positive
user friendly application,5,2024-09-06,CBE,0.4939,positive
have never such disgusting ape in my life swear it does even work properly,1,2024-09-05,CBE,0.3769,positive
wow ape,5,2024-09-05,CBE,0.5859,positive
very good ape but why all the theme is just islamic,5,2024-09-04,CBE,0.2724,positive
it don't show the new amount after there is deposit,3,2024-09-04,CBE,0.0,neutral
use this application many time it works perfectly,5,2024-09-04,CBE,0.6369,positive
the be mobile banking ape is time saver but it needs several improvements like adding fingerprint authentication it risky when people see me entering my pin additionally the fees are unreasonable you could learn from tell birr which adjusts fees based on the transaction amount however the bomb ape charges flat birr fee for amounts between and birr which think is unfair,2,2024-09-04,CBE,0.9161,positive
nice to meet you my bank,5,2024-09-03,CBE,0.4215,positive
fast service and reliable it works from everywhere across the globe love it,5,2024-09-03,CBE,0.6369,positive
very convenient and easy to use,4,2024-09-03,CBE,0.4877,positive
used to mobile banking,5,2024-09-03,CBE,0.0,neutral
it is very comfortable,5,2024-09-02,CBE,0.5563,positive
it is the best ape like it,4,2024-09-02,CBE,0.7717,positive
good at all,5,2024-09-02,CBE,0.4404,positive
the ape does have mini statement service in my opinion don have to go to be branch to get mini statements and transactions have done and pay for it why recent transaction the ape does store numerous or enough recent transactions even it does store what stored properly sometimes,1,2024-09-02,CBE,-0.1027,negative
it great ape wow which like it most but please add biometric authentication,5,2024-09-01,CBE,0.8429,positive
can describe enough how helpful it was it best version than ever mobile banking services,1,2024-09-01,CBE,0.7906,positive
thank you everyone,5,2024-08-31,CBE,0.3612,positive
it says you are debited birr but it transfers another birr with it don understand if it under their rules,1,2024-08-29,CBE,0.0,neutral
this is the best transaction ape,5,2024-08-29,CBE,0.6369,positive
it functions to the most part until you need it the most common flaw is when you send money to another bank account it shows error but the money is actually gone paid twice at least times because of this,2,2024-08-29,CBE,-0.2144,negative
good apply,5,2024-08-29,CBE,0.4404,positive
best mobile banking application it makes it easy for any of my financial transactions,5,2024-08-28,CBE,0.7964,positive
this ape is update not yet,5,2024-08-28,CBE,0.0,neutral
it best application to exchange our money in best speed and time saving way,1,2024-08-27,CBE,0.8555,positive
hello facing problem with the boa mobile ape every time enter my phone number and password the ape crashes and shows an error that says bookmobile closed because this ape has bug tried updating reinstalling and clearing cache but nothing worked please fix this bug in the next update really need access to my account thank you,1,2025-06-03,BOA,-0.1884,negative
this is worst ape loading,1,2025-06-01,BOA,-0.6249,negative
this ape is not interest for android phone please update it,1,2025-06-01,BOA,-0.0464,neutral
boa system is comfortable,5,2025-06-01,BOA,0.5106,positive
this ape for me is waste of time it does work can even long in and it really piss me off fix the problem,1,2025-05-27,BOA,-0.8173,negative
good service,3,2025-05-25,BOA,0.4404,positive
the ape crush frequently,1,2025-05-24,BOA,-0.1531,negative
this ape is joke it crashes more than it works takes forever to load and half the features are just decorative at this point can log in can transfer money can even check my balance without it bugging out to the developer are you actually trying to make this work or is this some kind of social experiment to test our patience did you build this in your sleep because it definitely looks like it if this is your idea of functional ape maybe consider different career path,1,2025-05-21,BOA,0.7506,positive
boa,2,2025-05-20,BOA,0.0,neutral
but not opening on android,4,2025-05-19,BOA,0.0,neutral
worst ape ever totally unreliable and it did work at all for the last months,1,2025-05-18,BOA,-0.6249,negative
this ape does no work on samsung it just gives preview of the logo,1,2025-05-11,BOA,-0.296,negative
entered incorrect security question by mistake boa ape lock pin forever why is there no other options contacted different branch more then times but they did able to solve this issue,5,2025-05-10,BOA,0.1531,positive
liking this application good,5,2025-05-07,BOA,0.6808,positive
this ape future is good but there is problems with apes to reset and activate it which is difficult even to the branch staffs and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and top sent not work,1,2025-05-06,BOA,-0.6757,negative
it really good,5,2025-04-23,BOA,0.4927,positive
bad ape it stuck when you open and noting works,1,2025-04-23,BOA,-0.6705,negative
the ape in working after it asked me the password it starts loading but it does open,3,2025-04-20,BOA,0.0,neutral
it keeps showing this pop up to turn off developer options even tho it off had to turn on and then off to make it work this is horrible experience and needs fix asap plus kinda slow,1,2025-04-19,BOA,-0.5423,negative
great boa,5,2025-04-10,BOA,0.6249,positive
boa of mobile backing,5,2025-04-09,BOA,0.0258,neutral
faster bank of abyssinia,5,2025-04-08,BOA,0.0,neutral
would have given it lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,-0.4215,negative
it just does work so frustrating,1,2025-04-07,BOA,-0.5777,negative
it not work correctly you must have update it,1,2025-04-06,BOA,0.0,neutral
the ape gets considerable improvements like language or scanner and unlimited transfers service but boa please do lot on its fastness and convenient when we login and making transactions,5,2025-04-04,BOA,0.6844,positive
after typed in my password it says successfully logged out and goes back to the first page,2,2025-04-04,BOA,0.4939,positive
good but they don update enough don add new things,3,2025-04-04,BOA,0.2382,positive
thank you,5,2025-04-02,BOA,0.3612,positive
it does work period slowest mobile banking ever would rather use,1,2025-04-01,BOA,0.0,neutral
after activated the application it not allowed to sign automatically it is turn off in my phone why,1,2025-03-31,BOA,0.0,neutral
good application,5,2025-03-30,BOA,0.4404,positive
this version is not working for me cannot even buy card cannot send money,1,2025-03-30,BOA,0.0,neutral
it can actively on initialization it says incorrect top getting the exact top,1,2025-03-29,BOA,0.5994,positive
always problematic hardly works,1,2025-03-26,BOA,-0.4404,negative
considering the fact the bank is huge this ape really bad you could do better,1,2025-03-25,BOA,0.1045,positive
worst ape and bank ever be ashamed scammed,1,2025-03-24,BOA,-0.802,negative
great boa,5,2025-03-22,BOA,0.6249,positive
have went to the bank so many times because could make any transaction can only see my balance nothing else so what is the point of having mobile banking if can make any transaction with it please work in that,1,2025-03-21,BOA,0.3182,positive
there is no speed,1,2025-03-19,BOA,-0.296,negative
for anyone who wants to download it just don,1,2025-03-19,BOA,0.0,neutral
all work,5,2025-03-19,BOA,0.0,neutral
loved it,5,2025-03-14,BOA,0.5994,positive
edit new bug ape not letting me type in my top codes shameful why does this ape not allow me to use it while having developer options on did all consider that might perhaps be an actual developer why am expected to toggle the option on and off just to bank restarting my phone when do why is the message labeled as something that will smoothen the experience this is like the most security consultant thing to implement in an ape please invest in actual security not this mess,1,2025-03-12,BOA,0.7868,positive
