review,rating,date,bank,distilbert_score,distilbert_sentiment
if there was lesser rating have given it to this ape what with all this service charges with the amount they re charging for everything afraid we all be paying to even look in their direction,1,2024-09-12,CBE,-0.9988974332809448,negative
hate apes and all management of be,1,2024-09-12,CBE,-0.9985606074333191,negative
the fast and easy to use ape there is nothing to deny about that but it has serious issue on showing transaction history like if send or receive money all find the transaction history after day when the sums message is not working at some days the issue get worse like we don't have an idea how much money we have received don't this this issue is hard to fix for you hope you will fix it on the next update the ape deserve stars tb but just want you to see this seriously thankyou,1,2024-09-11,CBE,0.9917623996734619,positive
when enter values in the amount and remark fields and click the continue button encounter an error however the transaction still deducts the specified amount it is essential to test this error handling functionality,4,2024-09-11,CBE,-0.9942675828933716,negative
what trash ape trash trash trash whenever you want to use the ape after once you uninstall it or receive it from someone else it will ask you for new verification again after you clear the cache and data you will be required to ask verification code from the nearby bank physically too what shame never use this ape your account pass code is insecure in this ape stop using this ape do,1,2024-09-10,CBE,-0.9995313882827759,negative
satisfactory,5,2024-09-10,CBE,0.9998334646224976,positive
not working out of ethiopia this week mine is,1,2024-09-10,CBE,-0.9959843158721924,negative
easy and safe to use,3,2024-09-10,CBE,0.9997230172157288,positive
was looking for this application and finally succeeded it wonderful application to receive and send money with the speed of light thank you so much be wish you all be staffs happy new year may this year be the year of peace and prosperity for all and everyone happy ethiopian new year,5,2024-09-09,CBE,0.9996974468231201,positive
this ape is very good ape,5,2024-09-09,CBE,0.999821126461029,positive
the ape only shows transaction the most frustrating it ever other banks gives you months of transactions ans statement what joke,1,2024-09-09,CBE,-0.9989163875579834,negative
it not best like abyssinia mobile bank this not show the transaction and did get notification sums text,3,2024-09-09,CBE,-0.9925219416618347,negative
easy to use and private,5,2024-09-09,CBE,0.9985871315002441,positive
please fix the recent transaction page it not showing recent transactions,4,2024-09-08,CBE,-0.9982282519340515,negative
wow great,5,2024-09-08,CBE,0.9998492002487183,positive
why can we transfer funds directly to another person telebirr wallet,5,2024-09-08,CBE,-0.9990630745887756,negative
this ape is so smart,5,2024-09-08,CBE,0.9997830986976624,positive
it is good ape overall but you need to improve some features like the recent transactions section which does accurately show recent transactions,3,2024-09-07,CBE,0.8551809787750244,positive
it need some listed improvements below try to display at let one month transaction try to solve weekend transaction display error failed message after few processing,3,2024-09-07,CBE,-0.9988659620285034,negative
very easy and interesting,5,2024-09-07,CBE,0.9998582601547241,positive
it the worst just transfer from my be account in to my tell birr account for urgent case but unfortunately it holds and there customer service workers told me it will be returned in to my be account after or working days if its not credited in to my telebirr account how that working this bank is pioneer in from the country it really annoying this happens for second time please amend your network services am totally annoyed by be,1,2024-09-07,CBE,-0.9996240139007568,negative
good application to use especially it helps me while buy and sell goods thanks,1,2024-09-07,CBE,0.9997530579566956,positive
it is very friendly and easy to use,5,2024-09-06,CBE,0.9998306035995483,positive
user friendly application,5,2024-09-06,CBE,0.9856476783752441,positive
have never such disgusting ape in my life swear it does even work properly,1,2024-09-05,CBE,-0.9974793791770935,negative
wow ape,5,2024-09-05,CBE,0.9984760880470276,positive
very good ape but why all the theme is just islamic,5,2024-09-04,CBE,-0.9706516265869141,negative
it don't show the new amount after there is deposit,3,2024-09-04,CBE,-0.9892047047615051,negative
use this application many time it works perfectly,5,2024-09-04,CBE,0.9997264742851257,positive
the be mobile banking ape is time saver but it needs several improvements like adding fingerprint authentication it risky when people see me entering my pin additionally the fees are unreasonable you could learn from tell birr which adjusts fees based on the transaction amount however the bomb ape charges flat birr fee for amounts between and birr which think is unfair,2,2024-09-04,CBE,-0.9982978701591492,negative
nice to meet you my bank,5,2024-09-03,CBE,0.9996019005775452,positive
fast service and reliable it works from everywhere across the globe love it,5,2024-09-03,CBE,0.9998664855957031,positive
very convenient and easy to use,4,2024-09-03,CBE,0.9995095729827881,positive
used to mobile banking,5,2024-09-03,CBE,-0.7824522256851196,negative
it is very comfortable,5,2024-09-02,CBE,0.9998598098754883,positive
it is the best ape like it,4,2024-09-02,CBE,0.9997695088386536,positive
good at all,5,2024-09-02,CBE,0.9998443126678467,positive
the ape does have mini statement service in my opinion don have to go to be branch to get mini statements and transactions have done and pay for it why recent transaction the ape does store numerous or enough recent transactions even it does store what stored properly sometimes,1,2024-09-02,CBE,-0.9937909245491028,negative
it great ape wow which like it most but please add biometric authentication,5,2024-09-01,CBE,0.9982430934906006,positive
can describe enough how helpful it was it best version than ever mobile banking services,1,2024-09-01,CBE,0.9654344916343689,positive
thank you everyone,5,2024-08-31,CBE,0.9998557567596436,positive
it says you are debited birr but it transfers another birr with it don understand if it under their rules,1,2024-08-29,CBE,-0.9845739006996155,negative
this is the best transaction ape,5,2024-08-29,CBE,0.9989452958106995,positive
it functions to the most part until you need it the most common flaw is when you send money to another bank account it shows error but the money is actually gone paid twice at least times because of this,2,2024-08-29,CBE,-0.9993528723716736,negative
good apply,5,2024-08-29,CBE,0.9998314380645752,positive
best mobile banking application it makes it easy for any of my financial transactions,5,2024-08-28,CBE,0.9992700219154358,positive
this ape is update not yet,5,2024-08-28,CBE,-0.9955466985702515,negative
it best application to exchange our money in best speed and time saving way,1,2024-08-27,CBE,0.9922615885734558,positive
hello facing problem with the boa mobile ape every time enter my phone number and password the ape crashes and shows an error that says bookmobile closed because this ape has bug tried updating reinstalling and clearing cache but nothing worked please fix this bug in the next update really need access to my account thank you,1,2025-06-03,BOA,-0.9994400143623352,negative
this is worst ape loading,1,2025-06-01,BOA,-0.9998071789741516,negative
this ape is not interest for android phone please update it,1,2025-06-01,BOA,-0.997683048248291,negative
boa system is comfortable,5,2025-06-01,BOA,0.9997685551643372,positive
this ape for me is waste of time it does work can even long in and it really piss me off fix the problem,1,2025-05-27,BOA,-0.9997357726097107,negative
good service,3,2025-05-25,BOA,0.9998499155044556,positive
the ape crush frequently,1,2025-05-24,BOA,-0.996947705745697,negative
this ape is joke it crashes more than it works takes forever to load and half the features are just decorative at this point can log in can transfer money can even check my balance without it bugging out to the developer are you actually trying to make this work or is this some kind of social experiment to test our patience did you build this in your sleep because it definitely looks like it if this is your idea of functional ape maybe consider different career path,1,2025-05-21,BOA,-0.9990469813346863,negative
boa,2,2025-05-20,BOA,-0.7410537600517273,negative
but not opening on android,4,2025-05-19,BOA,-0.9952228665351868,negative
worst ape ever totally unreliable and it did work at all for the last months,1,2025-05-18,BOA,-0.9987938404083252,negative
this ape does no work on samsung it just gives preview of the logo,1,2025-05-11,BOA,-0.9979913234710693,negative
entered incorrect security question by mistake boa ape lock pin forever why is there no other options contacted different branch more then times but they did able to solve this issue,5,2025-05-10,BOA,0.8802930116653442,positive
liking this application good,5,2025-05-07,BOA,0.9998306035995483,positive
this ape future is good but there is problems with apes to reset and activate it which is difficult even to the branch staffs and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and top sent not work,1,2025-05-06,BOA,-0.998996913433075,negative
it really good,5,2025-04-23,BOA,0.9998579025268555,positive
bad ape it stuck when you open and noting works,1,2025-04-23,BOA,-0.9973287582397461,negative
the ape in working after it asked me the password it starts loading but it does open,3,2025-04-20,BOA,0.9941199421882629,positive
it keeps showing this pop up to turn off developer options even tho it off had to turn on and then off to make it work this is horrible experience and needs fix asap plus kinda slow,1,2025-04-19,BOA,-0.9994586110115051,negative
